customer_id,address,postcode,state,country,property_valuation,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,AGE
604,07 Pepper Wood Way,2750,NSW,Australia,8,Mella,Petrovsky,Female,72,1998-02-10,Help Desk Operator,IT,Affluent Customer,N,No,3,22
605,425 Thierer Junction,2761,NSW,Australia,8,Bart,Creenan,Male,13,1972-03-26,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,5,48
606,876 Ridgeview Circle,2566,NSW,Australia,8,Filia,Rosson,Female,62,1989-07-16,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,2,30
607,00164 Canary Drive,2041,NSW,Australia,11,Adelaida,Redmond,Female,55,1976-08-10,Dental Hygienist,Health,Mass Customer,N,No,15,43
608,61 Talmadge Lane,4504,QLD,Australia,6,Alisun,Heinecke,Female,55,1980-01-08,Accounting Assistant I,Retail,High Net Worth,N,Yes,12,40
609,55 Birchwood Alley,2176,NSW,Australia,9,Margalit,Dorwood,Female,32,2000-11-06,Computer Systems Analyst II,Health,Mass Customer,N,No,1,19
610,3785 Dapin Drive,2036,NSW,Australia,6,Hyatt,Craine,Male,45,1958-03-16,Help Desk Technician,Financial Services,Mass Customer,N,Yes,15,62
611,83 Ryan Hill,4551,QLD,Australia,8,Otto,Huriche,Male,58,1986-12-20,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,16,33
612,679 Huxley Trail,2087,NSW,Australia,11,Grange,Skillington,Male,50,1962-01-12,GIS Technical Architect,Health,Mass Customer,N,No,14,58
613,2 Hoffman Way,2212,NSW,Australia,9,Carolann,O'Hallagan,Female,4,1989-11-14,Analyst Programmer,Property,High Net Worth,N,No,17,30
614,786 Rowland Court,2035,NSW,Australia,11,Nonnah,Johns,Female,45,1995-09-12,Analyst Programmer,Manufacturing,Mass Customer,N,Yes,11,24
615,375 Drewry Alley,4120,QLD,Australia,9,Rebeca,Martonfi,Female,93,1956-05-11,Human Resources Assistant I,Property,Mass Customer,N,No,19,64
616,608 Basil Alley,2306,NSW,Australia,4,Perl,Bysaker,Female,36,1995-07-13,Human Resources Assistant I,Health,High Net Worth,N,No,6,24
617,9 Schmedeman Hill,4075,QLD,Australia,7,Idell,Cole,Female,81,1960-08-01,Director of Sales,Property,Mass Customer,N,No,15,59
618,95022 Roth Terrace,3975,VIC,Australia,7,Lucho,Mitie,Male,17,1962-04-05,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,18,58
619,66897 Pawling Circle,2066,NSW,Australia,9,Finn,Dahlman,Male,39,1977-08-14,Speech Pathologist,Property,Mass Customer,N,No,20,42
620,1 Thackeray Crossing,4114,QLD,Australia,3,Willy,Langley,Female,54,1973-03-26,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,47
621,363 Schiller Court,2763,NSW,Australia,7,Constantin,Giacobbo,Male,78,1964-11-29,Systems Administrator III,Financial Services,High Net Worth,N,No,14,55
622,1923 Fisk Lane,4341,QLD,Australia,3,Arri,Lamden,Male,18,1968-10-18,Systems Administrator III,Financial Services,Mass Customer,N,No,17,51
623,4 Loeprich Avenue,4022,QLD,Australia,3,Hazel,Brokenshire,Male,52,1988-04-23,Health Coach II,Property,High Net Worth,N,No,4,32
624,575 Prentice Road,2168,NSW,Australia,8,Winny,Girtin,Male,44,1976-01-13,Research Assistant II,Manufacturing,Mass Customer,N,Yes,13,44
625,8 Melrose Road,4116,QLD,Australia,7,Abra,Probets,Female,33,1974-11-27,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,7,45
626,226 Rowland Street,4178,QLD,Australia,7,Albrecht,Forty,Male,12,1992-11-24,Geological Engineer,Manufacturing,Mass Customer,N,No,2,27
627,6 Springs Junction,4123,QLD,Australia,5,Shanta,Knill,Female,24,1970-09-24,Geological Engineer,Manufacturing,High Net Worth,N,No,10,49
628,4744 Garrison Drive,4132,QLD,Australia,4,Mallissa,Gillespie,Female,14,1981-10-24,Actuary,Financial Services,Mass Customer,N,No,13,38
629,64 Nelson Drive,4820,QLD,Australia,1,Basil,Brellin,Male,29,1960-12-06,Chemical Engineer,Manufacturing,High Net Worth,N,No,6,59
630,87 Linden Park,2153,NSW,Australia,10,D'arcy,Rowden,Male,90,1986-08-11,Statistician III,Property,Affluent Customer,N,Yes,17,33
631,329 Glacier Hill Alley,3076,VIC,Australia,8,Ortensia,Dronsfield,Female,33,1966-09-14,Computer Systems Analyst I,Health,Affluent Customer,N,No,17,53
632,725 Cordelia Junction,3028,VIC,Australia,8,Angeli,O'Hegertie,Male,67,1998-04-26,General Manager,Health,Mass Customer,N,No,1,22
633,32 Cody Place,4035,QLD,Australia,8,Alair,Hopkins,Male,51,1986-03-12,Nurse,Health,High Net Worth,N,Yes,11,34
634,04 Namekagon Pass,2326,NSW,Australia,3,Melonie,Zisneros,Female,35,1978-01-30,Speech Pathologist,Manufacturing,Mass Customer,N,No,15,42
635,165 Petterle Place,2145,NSW,Australia,8,Joelle,Prior,Female,78,1976-09-25,Programmer Analyst IV,Manufacturing,Mass Customer,N,Yes,9,43
636,8 Golf Drive,2747,NSW,Australia,9,Alejandrina,Canavan,Female,42,1971-09-02,Systems Administrator II,Manufacturing,Mass Customer,N,No,19,48
637,9427 Tennyson Plaza,2759,NSW,Australia,8,Mercy,Wilsone,Female,60,1976-09-23,Health Coach I,Health,High Net Worth,N,No,13,43
638,8300 Vermont Center,3429,VIC,Australia,6,Joey,Ledram,Male,19,1967-04-29,Health Coach I,Manufacturing,High Net Worth,N,No,13,53
639,44 Upham Crossing,2148,NSW,Australia,7,Mayor,Ismay,Male,51,1974-06-03,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,16,45
640,18 Forest Avenue,2204,NSW,Australia,9,Galvin,O'Keenan,Male,12,1975-07-12,Librarian,Entertainment,High Net Worth,N,Yes,10,44
641,049 Michigan Parkway,3337,VIC,Australia,6,Foster,Haysar,Male,86,1974-11-21,Accounting Assistant I,Manufacturing,Affluent Customer,N,No,3,45
642,831 Hayes Park,4218,QLD,Australia,8,Les,Mines,Male,9,1972-12-19,Automation Specialist IV,Property,Mass Customer,N,No,12,47
643,491 Merry Crossing,3011,VIC,Australia,4,Carolee,Butters,Female,48,1982-12-29,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,10,37
644,598 Randy Way,2380,NSW,Australia,1,Tomlin,Hastwall,Male,59,1999-12-22,Administrative Officer,Health,Affluent Customer,N,No,2,20
645,5873 Hagan Park,3015,VIC,Australia,10,Randolf,Durant,Male,50,1971-04-01,Analyst Programmer,Health,High Net Worth,N,No,11,49
646,3 Erie Hill,3564,VIC,Australia,2,Rowena,Parchment,Female,3,1973-07-22,Human Resources Manager,Manufacturing,Affluent Customer,N,No,13,46
647,678 Old Gate Pass,3171,VIC,Australia,9,Stanislas,Baildon,Male,61,1957-01-23,Assistant Manager,Retail,Mass Customer,N,Yes,10,63
648,9 Mayfield Road,4551,QLD,Australia,7,Gardiner,Nutley,Male,86,1978-06-04,Accountant II,Financial Services,Mass Customer,N,Yes,9,41
649,41759 Crowley Circle,2560,NSW,Australia,8,Krissie,Dinan,Female,23,1974-12-07,Legal Assistant,Financial Services,Mass Customer,N,Yes,10,45
650,9892 Dennis Alley,2565,NSW,Australia,7,Matthew,Petschelt,Male,81,1977-10-24,Assistant Manager,Health,Mass Customer,N,No,13,42
651,58729 Moland Trail,2035,NSW,Australia,12,Minni,Deegin,Female,76,1973-10-24,Tax Accountant,Health,Affluent Customer,N,No,13,46
652,36360 Coleman Trail,3850,VIC,Australia,3,Edee,Stoker,Female,62,1996-11-24,Staff Scientist,Financial Services,High Net Worth,N,Yes,1,23
653,67 Aberg Hill,2519,NSW,Australia,4,Maxy,Hurles,Male,68,1968-01-28,Graphic Designer,Financial Services,Affluent Customer,N,Yes,19,52
654,88 La Follette Way,2166,NSW,Australia,8,Noelani,Andreuzzi,Female,2,1993-05-19,Administrative Officer,Manufacturing,Affluent Customer,N,No,5,26
655,2884 Welch Lane,3807,VIC,Australia,8,Stuart,Gebhardt,Male,64,1974-11-25,General Manager,Manufacturing,Affluent Customer,N,Yes,19,45
656,60 Meadow Vale Hill,3032,VIC,Australia,5,Marty,Lebreton,Female,80,1978-11-17,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,8,41
657,9912 Eagle Crest Lane,4800,QLD,Australia,7,Hoyt,Lebreton,Male,66,1993-02-18,Safety Technician II,Manufacturing,Affluent Customer,N,No,10,27
658,355 Thackeray Circle,3025,VIC,Australia,9,Donn,Bonnell,Male,38,1944-01-24,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,8,76
659,56 Anniversary Avenue,2121,NSW,Australia,12,Natalee,Stringman,Female,44,1979-10-09,Tax Accountant,Financial Services,Affluent Customer,N,Yes,15,40
660,14 Autumn Leaf Avenue,2570,NSW,Australia,10,Stormi,Stringman,Female,82,1995-07-29,Geological Engineer,Manufacturing,High Net Worth,N,No,6,24
661,30274 Graedel Way,2577,NSW,Australia,7,Cinderella,Haslen,Female,35,1988-05-07,Sales Associate,IT,High Net Worth,N,No,14,32
662,74013 Mesta Terrace,3084,VIC,Australia,9,Bonnibelle,Imos,Female,41,1967-07-04,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5,52
663,15 Lindbergh Center,2199,NSW,Australia,9,Massimo,Seymour,Male,27,1997-07-17,VP Sales,Property,Affluent Customer,N,Yes,3,22
664,3 Corscot Hill,4870,QLD,Australia,5,Mathe,Scatcher,Male,38,1994-10-05,Research Nurse,Health,High Net Worth,N,No,4,25
665,77006 Nelson Point,4171,QLD,Australia,10,Chan,Kirckman,Male,82,1997-04-19,Human Resources Assistant I,Health,Mass Customer,N,No,5,23
666,25 Mesta Plaza,3975,VIC,Australia,8,Anselma,Ricardon,Female,82,1983-11-01,Social Worker,Health,High Net Worth,N,Yes,15,36
667,1349 Namekagon Crossing,2134,NSW,Australia,12,Nicoline,Samwayes,Female,62,1994-03-19,Payment Adjustment Coordinator,Manufacturing,High Net Worth,N,Yes,3,26
668,186 Shasta Avenue,2066,NSW,Australia,9,Ebony,Threadgall,Female,61,1966-08-26,Junior Executive,Health,Mass Customer,N,No,7,53
669,48 Warbler Road,4053,QLD,Australia,7,Fleur,Whittlesea,Female,73,1980-11-02,Research Associate,Health,Mass Customer,N,No,3,39
670,756 Farragut Place,4740,QLD,Australia,2,Janifer,Pountain,Female,75,1992-11-09,Business Systems Development Analyst,Retail,Affluent Customer,N,No,8,27
671,197 Mifflin Hill,2260,NSW,Australia,10,Aristotle,Vanni,Male,49,1984-07-25,Business Systems Development Analyst,Argiculture,Mass Customer,N,No,5,35
672,618 Independence Pass,2800,NSW,Australia,1,Kleon,Pallatina,Male,53,1977-01-12,Analog Circuit Design manager,Retail,High Net Worth,N,No,12,43
673,2836 Morning Drive,2304,NSW,Australia,7,Artie,Ommanney,Male,35,1975-06-27,VP Sales,Health,Mass Customer,N,Yes,4,44
674,8 Lawn Hill,3752,VIC,Australia,7,Dalila,Rosel,Female,61,1954-08-22,Developer II,Health,Mass Customer,N,No,5,65
675,99 Cascade Crossing,2048,NSW,Australia,12,Sharl,Wiggin,Female,37,1976-12-19,Administrative Assistant I,Financial Services,Mass Customer,N,Yes,17,43
676,4 Sunfield Circle,2194,NSW,Australia,8,Curtis,Wiggin,Male,51,1968-05-19,Senior Editor,Financial Services,High Net Worth,N,Yes,14,51
677,5 Lyons Alley,2216,NSW,Australia,10,El,Toupe,Male,59,1997-07-28,Senior Cost Accountant,Financial Services,Mass Customer,N,No,5,22
678,96910 Sugar Point,4352,QLD,Australia,7,Ambur,Symcoxe,Female,57,1995-08-31,Accounting Assistant II,IT,High Net Worth,N,No,2,24
679,558 Maple Court,2557,NSW,Australia,9,Yolande,Whild,Female,29,1974-10-21,Registered Nurse,Health,Mass Customer,N,No,12,45
680,9114 Union Center,2209,NSW,Australia,7,Gay,Pickersgill,U,22,1974-10-21,Registered Nurse,IT,High Net Worth,N,Yes,11,45
681,76 Hanson Junction,2147,NSW,Australia,9,Jobyna,Elgey,Female,55,1978-09-18,VP Product Management,Manufacturing,Mass Customer,N,Yes,17,41
682,3 Sheridan Park,2548,NSW,Australia,8,Ole,Euplate,Male,53,1971-03-16,Health Coach IV,Health,Affluent Customer,N,Yes,7,49
683,40545 Forster Point,2262,NSW,Australia,7,Brennan,Gagen,Male,60,1962-05-16,Health Coach IV,Manufacturing,Mass Customer,N,Yes,10,58
684,8425 Jackson Terrace,2763,NSW,Australia,9,Malvin,Gagen,Male,88,1987-07-03,Desktop Support Technician,Financial Services,Mass Customer,N,No,14,32
685,39035 Westerfield Plaza,2463,NSW,Australia,4,Booth,Birkin,U,28,1987-07-03,Senior Developer,IT,Mass Customer,N,No,11,32
686,8234 Riverside Park,2481,NSW,Australia,9,Hallie,Le feaver,Female,60,1954-07-17,GIS Technical Architect,Argiculture,High Net Worth,N,Yes,5,65
687,4535 Daystar Parkway,2072,NSW,Australia,12,Welby,Ninnotti,Male,25,1959-02-10,Executive Secretary,Retail,High Net Worth,N,Yes,5,61
688,95 Fallview Avenue,3155,VIC,Australia,8,Baron,Bullus,Male,90,1969-02-15,Junior Executive,Health,High Net Worth,N,No,9,51
689,75826 Bellgrove Trail,3095,VIC,Australia,10,Hamnet,Berford,Male,91,1966-05-19,Senior Developer,Entertainment,High Net Worth,N,Yes,16,53
690,64080 Susan Park,4207,QLD,Australia,7,Lindsey,Berford,Male,95,1987-03-27,Assistant Professor,Entertainment,Affluent Customer,N,Yes,17,33
691,8179 Veith Pass,2577,NSW,Australia,7,Carver,Carwardine,Male,29,1954-08-25,Assistant Professor,Financial Services,Affluent Customer,N,Yes,5,65
692,5 Maple Parkway,2160,NSW,Australia,9,Goraud,Ayling,Male,42,1987-12-25,Database Administrator IV,Property,Mass Customer,N,No,7,32
693,0 Carey Drive,4110,QLD,Australia,4,Bambi,Hebblethwaite,Female,46,1970-10-27,Database Administrator IV,Financial Services,Affluent Customer,N,Yes,19,49
694,1 Moose Avenue,2017,NSW,Australia,8,Lilith,Lanning,Female,66,1968-12-28,Media Manager III,Health,Mass Customer,N,No,13,51
695,02 Bartelt Center,2745,NSW,Australia,8,Kevan,Kubal,Male,36,1977-11-30,Engineer II,Health,High Net Worth,N,No,11,42
696,0650 Sachs Circle,2769,NSW,Australia,10,Arch,Gaitskill,Male,57,1966-02-06,Programmer Analyst II,Health,Affluent Customer,N,Yes,6,54
697,16420 Veith Crossing,4214,QLD,Australia,7,Weston,Brokenshaw,Male,25,1986-11-29,Environmental Specialist,Entertainment,Mass Customer,N,No,10,33
698,81310 Charing Cross Plaza,3805,VIC,Australia,7,Ellette,Fahy,Female,90,1996-07-20,Human Resources Manager,Manufacturing,High Net Worth,N,Yes,1,23
699,37430 Merrick Center,2770,NSW,Australia,6,Mirabella,Richter,Female,16,1972-08-04,Account Representative IV,IT,Affluent Customer,N,Yes,16,47
700,6046 Sheridan Way,2322,NSW,Australia,3,Josias,Mulliner,Male,67,1990-02-20,Account Representative IV,Financial Services,Mass Customer,N,No,4,30
701,537 Packers Street,4562,QLD,Australia,5,Ransell,Ruler,Male,18,1956-05-01,Food Chemist,Health,Mass Customer,N,Yes,8,64
702,6 Briar Crest Court,2117,NSW,Australia,12,Zorina,Bosomworth,Female,72,1960-02-09,Help Desk Technician,Health,Mass Customer,N,No,8,60
703,4 Lillian Plaza,2283,NSW,Australia,6,Ethelda,Bosomworth,Female,66,1966-10-31,Help Desk Technician,Property,Mass Customer,N,No,15,53
704,70836 Colorado Plaza,2571,NSW,Australia,11,Lindsay,Acaster,Female,49,1998-12-08,Research Nurse,Health,Mass Customer,N,No,4,21
705,15 Emmet Street,2233,NSW,Australia,10,Eddie,Yekel,Male,48,1964-01-16,Quality Engineer,Retail,High Net Worth,N,No,14,56
706,8 Dottie Court,3480,VIC,Australia,1,Kane,Gaffer,Male,44,1990-01-06,Media Manager IV,Financial Services,High Net Worth,N,Yes,5,30
707,520 Stephen Pass,3011,VIC,Australia,9,Homere,Rounds,Male,97,1973-07-23,Executive Secretary,Financial Services,Mass Customer,N,Yes,7,46
708,18939 Upham Hill,3551,VIC,Australia,3,Idalina,Wilcot,Female,31,1987-02-15,Safety Technician II,IT,Mass Customer,N,Yes,10,33
709,4222 Porter Lane,3136,VIC,Australia,9,Holly,Cavil,Female,83,1979-12-11,Accountant III,Financial Services,Mass Customer,N,Yes,5,40
710,1721 Nobel Junction,2753,NSW,Australia,8,Benton,Oakly,Male,76,1970-03-01,Sales Representative,Retail,High Net Worth,N,Yes,13,50
711,30550 Pierstorff Lane,3093,VIC,Australia,7,Audrey,Vickerman,Female,60,1972-03-03,Sales Representative,Retail,Affluent Customer,N,No,7,48
712,6 Morning Drive,2232,NSW,Australia,9,Norine,Antonik,Female,22,1961-05-20,Sales Representative,IT,Mass Customer,N,No,14,58
713,646 Mariners Cove Place,3023,VIC,Australia,6,Adena,Northedge,Female,34,1994-09-26,Help Desk Technician,IT,Mass Customer,N,Yes,4,25
714,51 Londonderry Trail,2153,NSW,Australia,10,Burtie,Scintsbury,Male,12,1964-07-13,Help Desk Technician,Manufacturing,High Net Worth,N,Yes,15,55
715,4086 Darwin Terrace,2176,NSW,Australia,9,Royal,Shinn,Male,50,1968-09-07,Junior Executive,Manufacturing,Mass Customer,N,No,6,51
716,4033 Hermina Road,2304,NSW,Australia,7,Trescha,Preshous,Female,31,1979-11-09,Social Worker,Health,Mass Customer,N,No,11,40
717,37 Banding Avenue,2567,NSW,Australia,9,Basilius,Spieck,Male,65,1976-11-20,VP Product Management,Manufacturing,Mass Customer,N,Yes,11,43
718,8080 Victoria Plaza,4217,QLD,Australia,11,Cathe,Lorriman,Female,38,1978-02-18,Engineer I,Manufacturing,Mass Customer,N,Yes,7,42
719,14254 Hallows Parkway,4615,QLD,Australia,1,Pattin,Weathey,Male,2,1953-12-30,Administrative Officer,Retail,Mass Customer,N,No,14,66
720,78 Glacier Hill Drive,2026,NSW,Australia,10,Darrel,Canet,Male,67,1931-10-23,Recruiting Manager,Retail,Affluent Customer,N,No,6,88
721,6 Fulton Road,3174,VIC,Australia,8,Harmonia,Cornock,Female,84,1993-08-09,Account Representative III,Retail,Affluent Customer,N,Yes,1,26
722,76 Londonderry Park,2777,NSW,Australia,9,Stewart,Brosoli,Male,69,1956-03-17,Marketing Manager,IT,Mass Customer,N,No,5,64
723,68861 School Hill,2199,NSW,Australia,9,Madelina,Marte,Female,41,1963-08-20,Food Chemist,Health,Mass Customer,N,Yes,6,56
724,09 Bartelt Lane,2190,NSW,Australia,8,Heinrik,Norcock,Male,7,1975-08-05,Analog Circuit Design manager,Financial Services,Mass Customer,N,Yes,4,44
725,29639 Porter Center,4221,QLD,Australia,8,Gage,Crossan,Male,61,1965-08-27,Design Engineer,Health,High Net Worth,N,Yes,19,54
726,5811 Moulton Drive,2766,NSW,Australia,8,Norma,Blackbourn,Female,69,1978-02-10,Information Systems Manager,Health,Mass Customer,N,Yes,10,42
727,80027 Ryan Terrace,3551,VIC,Australia,3,Lenci,Duerden,Male,98,1978-10-10,Senior Editor,Manufacturing,Mass Customer,N,No,3,41
728,8 Kingsford Hill,3429,VIC,Australia,6,Winthrop,Corser,Male,60,1956-10-03,VP Accounting,Financial Services,Mass Customer,N,Yes,8,63
729,8044 Emmet Hill,3150,VIC,Australia,9,Ammamaria,Standbridge,Female,30,1973-10-23,Analog Circuit Design manager,Health,Affluent Customer,N,No,11,46
730,2249 Havey Hill,3183,VIC,Australia,10,Robb,Poll,Male,42,1968-07-25,Web Designer IV,Health,Mass Customer,N,No,14,51
731,1855 Stang Terrace,2145,NSW,Australia,9,Lorenza,Cawthorne,Female,57,1969-12-04,Web Designer IV,Health,Mass Customer,N,No,6,50
732,2 Riverside Trail,2154,NSW,Australia,11,Bonita,Gethins,Female,71,1967-01-21,Actuary,Financial Services,Mass Customer,N,No,5,53
733,98 Esker Junction,2192,NSW,Australia,10,Ham,Mayoh,Male,25,1973-11-30,Actuary,Manufacturing,Mass Customer,N,No,13,46
734,9984 Pankratz Road,2145,NSW,Australia,10,Leicester,Fynes,Male,34,1980-07-06,Programmer III,Retail,Affluent Customer,N,No,11,39
735,324 Mifflin Road,2290,NSW,Australia,7,Khalil,Pennings,Male,33,1965-04-20,Assistant Manager,Financial Services,Mass Customer,N,Yes,11,55
736,2726 Cardinal Way,3073,VIC,Australia,5,Sansone,Eastcourt,Male,41,1974-05-24,Help Desk Operator,Financial Services,High Net Worth,N,No,8,45
737,3 Talisman Place,4811,QLD,Australia,2,Sisely,Oppy,Female,75,1983-07-11,Systems Administrator III,Financial Services,Mass Customer,N,No,16,36
738,282 West Trail,4005,QLD,Australia,5,Bunnie,Whines,Female,51,1984-12-08,Systems Administrator III,Argiculture,Mass Customer,N,Yes,9,35
739,08260 Jay Court,3191,VIC,Australia,11,Arnie,Zorn,Male,36,1964-12-13,Senior Editor,Manufacturing,Mass Customer,N,No,8,55
740,12 6th Hill,4810,QLD,Australia,2,Farr,Butterick,Male,9,1994-08-18,Senior Editor,Financial Services,Affluent Customer,N,No,6,25
741,0297 Merchant Avenue,4121,QLD,Australia,9,Cristionna,Mapes,Female,16,1979-02-15,Senior Editor,Financial Services,Mass Customer,N,No,11,41
742,1 Monica Street,2100,NSW,Australia,9,Dexter,Robelin,Male,55,1966-04-24,Senior Developer,Manufacturing,Mass Customer,N,No,15,54
743,0272 Pankratz Hill,2031,NSW,Australia,10,Pattin,Morican,Male,89,1981-04-06,VP Accounting,Financial Services,Mass Customer,N,Yes,13,39
744,2 North Crossing,3111,VIC,Australia,11,Heinrik,Morican,Male,54,1977-08-30,Graphic Designer,Manufacturing,Affluent Customer,N,Yes,14,42
745,345 Dovetail Avenue,4305,QLD,Australia,5,Dotty,Maylott,Female,84,1978-03-22,Graphic Designer,Manufacturing,Mass Customer,N,Yes,13,42
746,2826 Huxley Center,3137,VIC,Australia,8,Aldo,Waistall,Male,47,1964-07-29,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,17,55
747,61043 Summer Ridge Junction,2229,NSW,Australia,11,Eula,Bruni,Female,91,1978-04-24,Database Administrator II,Manufacturing,Mass Customer,N,No,7,42
748,56045 Express Avenue,2176,NSW,Australia,9,Linet,Postill,Female,51,1981-04-21,VP Marketing,Financial Services,High Net Worth,N,No,7,39
749,760 Forest Dale Place,3068,VIC,Australia,12,Andreas,Cosin,Male,47,1972-08-01,Environmental Specialist,Argiculture,Mass Customer,N,No,19,47
750,99 Wayridge Place,2263,NSW,Australia,8,Izaak,Gisborne,Male,42,1995-04-08,Analyst Programmer,Retail,Affluent Customer,N,Yes,7,25
751,5 Dahle Trail,2117,NSW,Australia,10,Amie,Dufty,Female,41,2001-10-31,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,1,18
752,62215 Delaware Plaza,4118,QLD,Australia,3,Kalil,Palombi,Male,13,1961-06-27,Speech Pathologist,Financial Services,High Net Worth,N,No,12,58
754,00 Evergreen Center,3850,VIC,Australia,4,Patsy,Beefon,Female,15,1979-07-28,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14,40
755,80 Maple Avenue,2536,NSW,Australia,4,Baily,Imison,Male,31,1993-07-13,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,26
756,43 Jana Way,3750,VIC,Australia,7,Carin,Lauthian,Female,65,1974-09-25,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,Yes,16,45
757,195 Knutson Place,4019,QLD,Australia,8,Kinsley,Klimus,Male,91,1977-05-13,Environmental Tech,Financial Services,Mass Customer,N,No,18,43
758,9 Melby Park,2197,NSW,Australia,10,Teena,Birrel,Female,99,1967-04-07,Environmental Tech,Manufacturing,High Net Worth,N,Yes,11,53
759,4 Vahlen Junction,2227,NSW,Australia,10,Mitchel,Schimek,Male,89,1963-04-18,Clinical Specialist,Health,High Net Worth,N,No,13,57
760,6330 Monica Way,2540,NSW,Australia,9,Shamus,Fyndon,Male,46,1978-03-02,Assistant Professor,Health,Mass Customer,N,Yes,18,42
761,7101 Gulseth Hill,2293,NSW,Australia,9,Vaughan,McCromley,Male,12,1977-11-27,Media Manager II,Health,Affluent Customer,N,Yes,4,42
762,983 2nd Road,2560,NSW,Australia,8,Kerwin,Jossel,Male,91,1980-03-06,Environmental Specialist,Health,Mass Customer,N,Yes,22,40
763,08 Vidon Center,2143,NSW,Australia,5,Benita,Cuffley,Female,95,1987-11-05,Computer Systems Analyst IV,Manufacturing,Affluent Customer,N,No,12,32
764,36 Helena Drive,4305,QLD,Australia,1,Samuel,Stiff,Male,40,1977-03-16,Environmental Tech,Financial Services,Mass Customer,N,Yes,22,43
765,20554 Orin Place,3630,VIC,Australia,1,Valeria,Chazette,Female,50,1984-08-31,Environmental Tech,Retail,Affluent Customer,N,No,16,35
766,3903 Messerschmidt Park,2164,NSW,Australia,8,Nonna,Hun,Female,16,1975-04-22,Environmental Tech,Retail,Mass Customer,N,Yes,14,45
767,64 Muir Lane,2148,NSW,Australia,8,Gustav,Kos,Male,70,1955-12-16,Budget/Accounting Analyst II,Manufacturing,High Net Worth,N,No,11,64
768,06495 Swallow Terrace,2759,NSW,Australia,9,Alexia,Wolford,Female,5,1974-01-14,Web Developer IV,Argiculture,Affluent Customer,N,Yes,21,46
769,033 Loftsgordon Center,2150,NSW,Australia,8,Cameron,Letherbury,Male,65,1961-12-28,Analog Circuit Design manager,IT,Mass Customer,N,No,12,58
770,80 Scofield Alley,3121,VIC,Australia,10,Zara,Maccaddie,Female,10,1984-02-05,Software Consultant,IT,High Net Worth,N,Yes,13,36
771,64 Milwaukee Pass,4350,QLD,Australia,4,Lammond,MacGeffen,Male,12,1964-03-12,Software Consultant,IT,Affluent Customer,N,Yes,8,56
772,50851 Vahlen Avenue,2567,NSW,Australia,7,Lorianna,Vidyapin,Female,12,1998-12-26,Community Outreach Specialist,Entertainment,Mass Customer,N,No,4,21
773,88 Bay Drive,4305,QLD,Australia,3,Robbie,Handaside,Male,77,1985-02-12,Community Outreach Specialist,Financial Services,Affluent Customer,N,Yes,20,35
774,0 Thompson Road,3183,VIC,Australia,8,Phelia,Perotti,Female,79,1998-11-27,Operator,Manufacturing,High Net Worth,N,No,1,21
775,99 Elka Street,4350,QLD,Australia,4,Nikita,Kilby,Male,66,1982-09-21,Accounting Assistant IV,Manufacturing,Affluent Customer,N,No,4,37
776,2699 Crest Line Way,4869,QLD,Australia,4,Stanley,Seven,Male,30,1980-09-24,Financial Analyst,Financial Services,High Net Worth,N,No,20,39
777,6 Melody Trail,2145,NSW,Australia,9,Wolfgang,Tarrier,Male,2,1993-01-09,Paralegal,Financial Services,High Net Worth,N,No,4,27
778,90 New Castle Trail,2137,NSW,Australia,9,Stacy,Pozzi,Male,24,1976-11-17,Assistant Professor,Manufacturing,High Net Worth,N,No,13,43
779,2570 Wayridge Park,2093,NSW,Australia,9,Maddy,Larrat,Female,1,1992-02-10,Staff Accountant III,Health,High Net Worth,N,No,7,28
780,70 Old Gate Street,2354,NSW,Australia,3,Kim,Larrat,Female,24,1973-10-12,Professor,Financial Services,Mass Customer,N,No,20,46
781,3 Magdeline Terrace,2190,NSW,Australia,10,Elvis,O'Leagham,Male,80,1958-11-15,Legal Assistant,Manufacturing,Mass Customer,N,No,17,61
782,36744 Birchwood Center,4019,QLD,Australia,3,Bevvy,Siegertsz,Female,30,1976-08-29,Geological Engineer,Manufacturing,Mass Customer,N,No,17,43
783,68 Chinook Street,4814,QLD,Australia,2,Rudd,Strangeways,Male,6,1985-07-25,Information Systems Manager,Retail,Affluent Customer,N,No,14,34
784,0 Valley Edge Plaza,3201,VIC,Australia,6,Frederik,Duckett,Male,10,1977-01-24,Accounting Assistant III,IT,High Net Worth,N,Yes,22,43
